Statistical profiling result from isolate-0xb2d6000-123903-v8.log, (183041 ticks, 9382 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      8   80.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:15619
      2   20.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:15619
      1    9.1%        JS: +processCacheResult /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575792
      1  100.0%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:16077
      1  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:15619
      7    5.1%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:165922
      3   42.9%        JS: +_next2 :21:16
      2   66.7%          JS: +<anonymous> :38:40
      1   50.0%            JS: *<anonymous> :8:40
      1   50.0%            JS: *<anonymous> :7:40
      1   33.3%          JS: ^<anonymous> :38:40
      1  100.0%            JS: *<anonymous> :8:40
      1   14.3%        JS: ^_next5 :36:16
      1  100.0%          JS: +<anonymous> :53:40
      1  100.0%            JS: *<anonymous> :8:40
      1   14.3%        JS: ^_next2 :81:16
      1  100.0%          JS: +<anonymous> :98:40
      1  100.0%            JS: *<anonymous> :8:40
      1   14.3%        JS: +_next3 :6:16
      1  100.0%          JS: +<anonymous> :23:40
      1  100.0%            JS: *<anonymous> :8:40
      1   14.3%        JS: +_next1 :36:16
      1  100.0%          JS: +<anonymous> :53:40
      1  100.0%            JS: *<anonymous> :8:40
      6    4.3%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187242
      2   33.3%        JS: +_next0 :6:16
      2  100.0%          JS: +<anonymous> :22:40
      2  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:208949
      2   33.3%        JS: +<anonymous> :1:20
      2  100.0%          JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      1   50.0%            JS: +_next3 :6:16
      1   50.0%            JS: +_next0 :51:16
      2   33.3%        JS: *<anonymous> :1:20
      2  100.0%          JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      2  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:165922
      6    4.3%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:183615
      6  100.0%        JS: *<anonymous> :1:20
      6  100.0%          JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      3   50.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:186393
      2   33.3%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:186393
      1   16.7%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:186393
      6    4.3%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:174131
      4   66.7%        JS: *<anonymous> :1:20
      4  100.0%          JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      4  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:183615
      2   33.3%        JS: +<anonymous> :1:20
      1   50.0%          JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      1  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:183615
      1   50.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187242
      1  100.0%            JS: *<anonymous> :1:20
      6    4.3%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/optional-peer-dependency-resolve-plugin.js:15:65
      3   50.0%        JS: +<anonymous> :1:20
      3  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:174131
      3  100.0%            JS: +<anonymous> :1:20
      3   50.0%        JS: *<anonymous> :1:20
      3  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:174131
      2   66.7%            JS: *<anonymous> :1:20
      1   33.3%            JS: +<anonymous> :1:20
      5    3.6%      JS: +<anonymous> :1:20
      5  100.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187242
      5  100.0%          JS: *<anonymous> :22:40
      4   80.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:159:79
      1   20.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:159:79
      5    3.6%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:174830
      4   80.0%        JS: +findDescriptionFile /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:175410
      4  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:176270
      4  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:208949
      1   20.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:176270
      1  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:208949
      1  100.0%            JS: +onJson /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:176096
      4    2.9%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187502
      3   75.0%        JS: *<anonymous> :22:40
      2   66.7%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575016
      2  100.0%            JS: *<anonymous> :1:20
      1   33.3%          JS: *R.tap.R.hooks.resolve.tapAsync.Ve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575668
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574633
      1   25.0%        JS: *<anonymous> :1:20
      1  100.0%          JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      1  100.0%            JS: ^resolveWithAlias /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:165058
      3    2.2%      JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:185387
      2   66.7%        JS: *<anonymous> :1:20
      2  100.0%          JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      2  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:176270
      1   33.3%        JS: *<anonymous> :37:40
      1  100.0%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:185387
      1  100.0%            JS: *<anonymous> :1:20
      3    2.2%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:184192
      2   66.7%        JS: +_next1 :6:16
      2  100.0%          JS: +<anonymous> :23:40
      2  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:174131
      1   33.3%        JS: ^_next1 :6:16
      1  100.0%          JS: ^<anonymous> :23:40
      1  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:174131
      2    1.4%      JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:195:52
      2  100.0%        JS: +forEachBail /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:131:25
      2  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/webpack/plugins/jsconfig-paths-plugin.js:159:79
      2  100.0%            JS: *<anonymous> :1:20
      2    1.4%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:180855
      1   50.0%        JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1  100.0%          JS: +runNextTicks node:internal/process/task_queues:63:22
      1  100.0%            JS: +processImmediate node:internal/timers:456:28
      1   50.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      1  100.0%          JS: *callback /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:277769
      1  100.0%            JS: +<anonymous> node:fs:194:10
    126    1.3%    Builtin: StringPrototypeReplace
     29   23.0%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/build/handle-externals.js:47:30
     29  100.0%        Builtin: ArraySome
     29  100.0%          JS: +isResourceInPackages /workspaces/minhAi/node_modules/next/dist/build/handle-externals.js:45:30
     11   37.9%            JS: +exclude /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:361:21
      7   24.1%            JS: +pitch /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:212:15
      7   24.1%            JS: +maybeExclude /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:103:22
      4   13.8%            JS: +loaderTransform /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:117:31
     14   11.1%      JS: +parseIdentifier /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:216332
      8   57.1%        JS: +parse /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193392
      7   87.5%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187502
      6   85.7%            JS: *<anonymous> :22:40
      1   14.3%            JS: *<anonymous> :1:20
      1   12.5%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187502
      1  100.0%            JS: *<anonymous> :22:40
      6   42.9%        JS: ^assertExportTarget /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:213046
      6  100.0%          JS: ^targetMapping /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:214975
      6  100.0%            JS: ^directMapping /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:214644
     12    9.5%      JS: *We.readNumber /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:112847
     11   91.7%        JS: *We.getTokenFromCode /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:109005
      6   54.5%          JS: *We.next /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:103090
      3   50.0%            JS: *pe.parseMaybeConditional /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:51352
      1   16.7%            JS: *pe.parseSubscript /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:55767
      1   16.7%            JS: *pe.parseExprList /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:71197
      1   16.7%            JS: *$.parseIfStatement /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:22937
      4   36.4%          JS: *Y.eat /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:14789
      4  100.0%            JS: *pe.parseSubscript /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:55767
      1    9.1%          JS: *pe.parseSubscript /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:55767
      1  100.0%            JS: *pe.parseMaybeUnary /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:52871
      1    8.3%        JS: +We.getTokenFromCode /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:109005
      1  100.0%          JS: *We.next /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:103090
      1  100.0%            JS: *pe.parseMaybeConditional /workspaces/minhAi/node_modules/next/dist/compiled/acorn/acorn.js:1:51352
      9    7.1%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187502
      8   88.9%        JS: *<anonymous> :22:40
      5   62.5%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575016
      5  100.0%            JS: *<anonymous> :1:20
      3   37.5%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575877
      3  100.0%            JS: *<anonymous> :1:20
      1   11.1%        JS: *<anonymous> :1:20
      1  100.0%          JS: *doResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192777
      1  100.0%            JS: ^resolveWithAlias /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:165058
      8    6.3%      JS: +parsePathQueryFragment /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:2282
      3   37.5%        JS: ^runLoaders /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:6036
      2   66.7%          JS: ^_doBuild /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406906
      2  100.0%            JS: ^build /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:409568
      1   33.3%          JS: +_doBuild /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406906
      1  100.0%            JS: +build /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:409568
      3   37.5%        JS: +runLoaders /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:6036
      3  100.0%          JS: +_doBuild /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406906
      3  100.0%            JS: +build /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:409568
      1   12.5%        JS: +getContext /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:5944
      1  100.0%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:423249
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:417313
      1   12.5%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:423249
      1  100.0%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:417313
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424295
      7    5.6%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:176270
      7  100.0%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:175537
      6   85.7%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2   33.3%            JS: +runNextTicks node:internal/process/task_queues:63:22
      1   14.3%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:168355
      1  100.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:172253
      5    4.0%      JS: *parsePathQueryFragment /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:2282
      3   60.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:423249
      2   66.7%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:417313
      1   50.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424295
      1   50.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424295
      1   33.3%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:421630
      1  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:417313
      2   40.0%        JS: +runLoaders /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:6036
      2  100.0%          JS: +_doBuild /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:406906
      2  100.0%            JS: +build /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:409568
      4    3.2%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/build/handle-externals.js:47:30
      4  100.0%        Builtin: ArraySome
      3   75.0%          JS: +isResourceInPackages /workspaces/minhAi/node_modules/next/dist/build/handle-externals.js:45:30
      1   33.3%            JS: +pitch /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:212:15
      1   33.3%            JS: +loaderTransform /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:117:31
      1   33.3%            JS: +exclude /workspaces/minhAi/node_modules/next/dist/build/webpack-config.js:361:21
      1   25.0%          JS: ^isResourceInPackages /workspaces/minhAi/node_modules/next/dist/build/handle-externals.js:45:30
      1  100.0%            JS: ^maybeExclude /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-swc-loader.js:103:22
      4    3.2%      JS: *parseIdentifier /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:216332
      2   50.0%        JS: +assertExportTarget /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:213046
      2  100.0%          JS: +targetMapping /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:214975
      2  100.0%            JS: ^directMapping /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:214644
      1   25.0%        JS: +parse /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193392
      1  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:187502
      1  100.0%            JS: *<anonymous> :22:40
      1   25.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:178800
      1  100.0%          JS: *forEachBail /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:208864
      1  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:177929
      3    2.4%      JS: ^parsePathQueryFragment /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:2282
      3  100.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:423249
      3  100.0%          JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:417313
      3  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:424295
      3    2.4%      JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192501
      3  100.0%        JS: *<anonymous> :22:40
      2   66.7%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575877
      2  100.0%            JS: *<anonymous> :1:20
      1   33.3%          JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574633
      1  100.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:574500
      2    1.6%      JS: ^transformSource /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-flight-loader/index.js:58:25
      2  100.0%        JS: +runSyncOrAsync /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:3729
      2  100.0%          JS: +iterateNormalLoaders /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:5529
      2  100.0%            JS: +iterateNormalLoaders /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:5529
      2    1.6%      JS: +getHook /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:190532
      1   50.0%        JS: ^apply /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:174473
      1  100.0%          JS: ^I.createResolver /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:196785
      1  100.0%            JS: ^_create /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:448963
      1   50.0%        JS: +getHook /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:190532
      1  100.0%          JS: ^apply /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:173968
      1  100.0%            JS: ^I.createResolver /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:196785
      2    1.6%      JS: +get /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:7157
      2  100.0%        JS: ^get /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:7699
      2  100.0%          Builtin: CEntry_Return1_ArgvOnStack_NoBuiltinExit
      2  100.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:4807
      2    1.6%      JS: +get /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:2879
      2  100.0%        Builtin: CEntry_Return1_ArgvOnStack_NoBuiltinExit
      1   50.0%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:8185
      1  100.0%            Builtin: ArrayMap
      1   50.0%          JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/loader-runner/LoaderRunner.js:1:7814
      1  100.0%            Builtin: ArrayMap
      2    1.6%      JS: +finishResolved /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191674
      2  100.0%        JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192501
      2  100.0%          JS: *<anonymous> :22:40
      1   50.0%            JS: *R.tap.R.hooks.resolve.tapAsync.Ve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575668
      1   50.0%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:29:575877
      2    1.6%      JS: +createAbsolutePath /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:486:28
      1   50.0%        JS: +metadataResolver /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:655:30
      1  100.0%          JS: ^enumMetadataFiles /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/metadata/discover.js:35:33
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   50.0%        JS: *metadataResolver /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:655:30
      1  100.0%          JS: +enumMetadataFiles /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/metadata/discover.js:35:33
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2    1.6%      JS: *createAbsolutePath /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:486:28
      1   50.0%        JS: ^resolveDir /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:610:24
      1  100.0%          JS: ^createSubtreePropsFromSegmentPath /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:150:53
      1  100.0%            JS: ^createSubtreePropsFromSegmentPath /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:150:53
      1   50.0%        JS: *metadataResolver /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/next-app-loader/index.js:655:30
      1  100.0%          JS: +enumMetadataFiles /workspaces/minhAi/node_modules/next/dist/build/webpack/loaders/metadata/discover.js:35:33
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
    121    1.3%    JS: +finishWithoutResolve /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:191825
    110   90.9%      JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192680
     84   76.4%        JS: *<anonymous> :8:40
     84  100.0%          JS: *<anonymous> :22:40
     72   85.7%            JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:175203
     12   14.3%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:175203
     26   23.6%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193323
     21   80.8%          JS: ^<anonymous> :8:40
     21  100.0%            JS: *<anonymous> :22:40
      5   19.2%          JS: +<anonymous> :8:40
      5  100.0%            JS: *<anonymous> :22:40
     11    9.1%      JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:192680
     10   90.9%        JS: *<anonymous> :8:40
     10  100.0%          JS: *<anonymous> :22:40
      9   90.0%            JS: +<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:175203
      1   10.0%            JS: ^<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:175203
      1    9.1%        JS: *<anonymous> /workspaces/minhAi/node_modules/next/dist/compiled/webpack/bundle5.js:1:193323
      1  100.0%          JS: +<anonymous> :8:40
      1  100.0%            JS: *<anonymous> :22:40
    105    1.1%    JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
     51   48.6%      JS: ^requireBuiltin node:internal/bootstrap/realm:420:24
     11   21.6%        JS: ~<anonymous> node:internal/child_process:1:1
     11  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
     11  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:420:24
      4    7.8%        JS: ~<anonymous> node:crypto:1:1
      4  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
      4  100.0%            JS: ^compileForPublicLoader node:internal/bootstrap/realm:331:25
      3    5.9%        JS: ~<anonymous> node:stream:1:1
      3  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
      3  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:420:24
      3    5.9%        JS: ~<anonymous> node:module:1:1
      3  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
      3  100.0%            JS: ~<anonymous> /workspaces/minhAi/node_modules/next/dist/server/require-hook.js:1:1
      3    5.9%        JS: ~<anonymous> node:child_process:1:1
      3  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
      3  100.0%            JS: ~mod.require /workspaces/minhAi/node_modules/next/dist/server/require-hook.js:64:33
      2    3.9%        JS: ~patch /workspaces/minhAi/node_modules/next/dist/compiled/@vercel/nft/index.js:7:20527
      2  100.0%          JS: ~6450 /workspaces/minhAi/node_modules/next/dist/compiled/@vercel/nft/index.js:7:19235
      2  100.0%            JS: ^__nccwpck_require__ /workspaces/minhAi/node_modules/next/dist/compiled/@vercel/nft/index.js:24:40006
      2    3.9%        JS: ~generateKey node:internal/crypto/webcrypto:96:27
      2  100.0%          JS: ~<anonymous> /workspaces/minhAi/node_modules/next/dist/server/app-render/encryption-utils-server.js:95:88
      2  100.0%            JS: ~loadOrGenerateKey /workspaces/minhAi/node_modules/next/dist/server/app-render/encryption-utils-server.js:50:33
      2    3.9%        JS: ~<anonymous> node:tls:1:1
      2  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:383:27
